"Organization OID","Catalog OID","Catalog Name","Entity Type","Entity OID","Entity Name","Program OID","Program Type","Degree Type","Program Code","Program Name","Program Description",Structure,"Is Active","Pathways Occupation Group","Location OIDs","Location Names","Location Descriptions","Location Integration IDs","Location Street Addresses","Location Display Statuses","Creation Date","Last Modified"
,25,"2026-2027 DRAFT Catalog",T,1679,Communication,13577,Major,"Bachelor of Arts",CASMF.STUDIES.MAJ,"Film and Media Major: Studies Concentration, BA","<p>The film and media major focuses on screen storytelling, providing students with opportunities to study digital media and how it communicates in film, television, and new media platforms, advertising, and other digital media arts. The film and media major provides an integrated liberal arts foundation emphasizing the intersections of faith, culture, and film and media as art, communication, an institution, and commercial product.</p>

<h6>Overlap Policy</h6>

<p>This program may not be combined with the&nbsp;applied film and media major,&nbsp;digital communication,&nbsp;film and media major: production concentration, or&nbsp;film and media minor&nbsp;programs.</p>","Film and Media Major: Studies Concentration, BA
- Program Requirements
	
	* 	 COMM 145 - Introduction to Film and Media 	
	
	
	* 	 COMM 190 - Media Production I 	
	
	
	* 	 COMM 201 - New Media 	
	
	
	* 	 COMM 248 - Screenwriting 	
	OR COMM 255 - Documentary Film and Television
	
	* 	 COMM 249 - Audio Storytelling 	
	
	
	* 	 COMM 250 - Multi-Camera Production 	
	OR COMM 290 - Media Production II
	
	* 	 COMM 254 - Screen Storytelling: Theory and Criticism 	
	
	
	* 	 COMM 330 - Media and Society 	
	
	
	* 	 COMM 381 - Topics in Film and Media History 	
	
	
	* 	 COMM 399 - Advanced Communication Study 	
	* 4 hours from approved electives

- Total Semester Hours: 38",1,,,,,,,,"2025-07-21 12:10:45","2025-11-03 13:17:48"
,25,"2026-2027 DRAFT Catalog",T,1680,"Off-Campus Programs",13578,"Off-Campus Programs",Non-Degree,SPHO,"Spanish Studies in Honduras (SPHO)","<p>The Semester in Honduras (Spanish) takes place in Honduras every other spring semester (odd years). Students live with Honduran families in Santa Lucia, a small community outside of Tegucigalpa. The emphasis of this semester program is Spanish language and Honduran culture. Students enroll in Calvin courses and courses at La Universidad Pedagógica. By completing this program, students earn 12 to 17 semester hours toward their Spanish concentration. The academic components of the programs include the following:</p>","Spanish Studies in Honduras (SPHO)
- Program Requirements
	
	* 	 SPHO 315 - Engaging Honduran Culture 	
	
	* a direct-enroll course (for students who completed SPAN 302 prior to study abroad)
	
- Additional Courses
	
	* 	 SPHO 302 - Advanced Grammar, Conversation, and Composition II 	
	
	
	* 	 SPHO 308 - Introduction to the Hispanic World I 	
	
	
	* 	 SPHO 309 - Introduction to the Hispanic World II 	
	
	
	* 	 SPHO 390 - Direct Enroll at the Universidad Pedagógica",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
,25,"2026-2027 DRAFT Catalog",T,1683,"Africana Studies",13579,Minor,Non-Degree,AFDST.MIN,"Africana Studies Minor","<p>An interdisciplinary minor, Africana studies is an integrative program intended to deepen students' understanding of a region of the world, and of widely dispersed cultural traditions, that are of increasing significance to global economics, health policy, international development, and Christian theology. A broad choice of courses is offered, making it possible to adapt the minor to a variety of major programs in the humanities, social sciences, and fine arts. The minor program encompasses study both of Africa and its peoples and of the dispersal of Africans to Europe and the Americas through forced migration and voluntary immigration.&nbsp;E. Washington (Historical Studies) is the advisor for this program.</p>","Africana Studies Minor
- Program Requirements
	
	* 	 IDIS 391 - Seminar in Africana Studies 	
	
	- Take 16 Hours from the Following
	
		* 	 ENGL 300 - Advanced Studies in Global Literature 	(when appropriate)
	
	
		* 	 FREN 362 - The Francophone World: West Africa and the Caribbean 	
	
	
		* 	 FREN 363 - The Francophone World: North Africa 	
	
	
		* 	 HIST 242 - Africa and the World 	
	
	
		* 	 HIST 255 - African-American History 	
	
	
		* 	 POLS 279 - African Politics 	
	
	
		* 	 SOC 304 - Religion, Society, and Culture 	
	
	
		* 	 SPAN 370 - Advanced Topics 	(when appropriate)
	* another elective, chosen in consultation with the program director

- Total Semester Hours: 18",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
,25,"2026-2027 DRAFT Catalog",T,1684,Archaeology,13580,Minor,Non-Degree,ARCH.MIN,"Archaeology Minor","<p>For this interdisciplinary minor, in addition to two required courses, students may select a coherent set of at least three elective courses with the help and approval of an advisor in the minor program. This selection should be appropriate to their major and in keeping with their chosen interests, specialized skills, and plans for further study. Such a program design could stress specialized interests such as material analysis or computer graphics among others and choices from various fields in old world, new world, or marine archaeology for which field schools are available.</p>

<p>There are no modern language requirements for the archaeology minor, but students are strongly encouraged to study an appropriate modern language. For Old World archaeology the best modern language choice is French or German, while Spanish is useful for much of New World archaeology.</p>

<p>The minor in archaeology is administered by D. Rohl&nbsp;(Historical Studies). Interested students should consult with him for admission to and planning of the archaeology minor.</p>","Archaeology Minor
- Program Requirements
	
	* 	 IDIS 240 - Introduction to Archaeology 	
	
	
	* 	 IDIS 340 - Field Work in Archaeology 	
	
	- Take One from the Following
	
		* 	 HIST 393 - History Internship 	
	
	
		* 	 IDIS 340 - Field Work in Archaeology 	(second iteration)
	* an approved elective

	- Take One from the Following
	
		* 	 ARTS 250 - Introduction to Drawing 	
	
	
		* 	 ARTS 256 - Introduction to Photography 	
	
	
		* 	 ARTS 300 - Intermediate Drawing 	
	
	
		* 	 ARTS 316 - Digital Photography 	
	
	
		* 	 BIOL 323 - Comparative Vertebrate Anatomy 	
	
	
		* 	 BIOL 346 - Plant Taxonomy 	
	
	
		* 	 CS 104 - Applied Computing 	
	
	
		* 	 CS 108 - Introduction to Computing 	
	
	
		* 	 CS 112 - Introduction to Data Structures 	
	
	
		* 	 ENGR 101 - Introduction to Engineering Design 	
	
	
		* 	 GEO 210 - Human Impacts on the Environment 	
	
	
		* 	 GEO 301 - American Environmentalism 	
	
	
		* 	 GEO 302 - Environmental Law 	
	
	
		* 	 GEO 260 - GIS and Cartography 	
	
	
		* 	 GEO 101 - People, Place, and Community 	
	
	
		* 	 GEO 151 - Introduction to Geology 	
	
	
		* 	 GEO 152 - Earth History 	
	
	
		* 	 GEO 317 - Sedimentation and Stratigraphy 	
	
	
		* 	 IDIS 210 - Introduction to the Digital Humanities 	
	
	
		* 	 SOC 130 - Introduction to Cultural Anthropology 	
	
	
		* 	 SOC 231 - Intercultural Communication 	
	
	- Take One from the Following
	
		* 	 ARTH 121 - Late Medieval Art, 1250-1400 	
	
	
		* 	 ARTH 241 - Chinese Art History 	
	
	
		* 	 ARTH 320 - Classical Architecture from Antiquity to Now 	
	
	
		* 	 BIOL 313 - Paleontology 	
	
	
		* 	 GEO 313 - Paleontology 	
	
	
		* 	 HIST 242 - Africa and the World 	
	
	
		* 	 HIST 245 - East Asia to 1800 	
	
	
		* 	 HIST 261 - Ancient Mediterranean 	
	
	
		* 	 REL 311 - History and Archaeology of Ancient Israel 	
	
	
		* 	 REL 321 - Judaism in the Time of Jesus 	
	* two courses in an ancient language, Greek, Latin, and others as available

	- Additional Electives as Necessary
- Total Semester Hours: 18",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
,25,"2026-2027 DRAFT Catalog",T,1713,"Visual and Performing Arts",13581,Major,"Bachelor of Fine Arts",BFA.MAJ,"Art, BFA","<p>Before applying for admission to the program, a student must have completed three studio art courses in college. Application forms and information on requirements for admission are available in the department office. Submit applications by the first Wednesday in October or the first Wednesday in March. A student wishing to obtain a BFA degree in art must successfully complete 124 semester hours, the regular liberal arts core requirements, and a prescribed program of concentration.</p>

<h6>Overlap Policy</h6>

<p>This program may not be combined with any other studio art or graphic design major or minor.</p>","Art, BFA
- Program Requirements
	
	* 	 ART 153 - Visual Culture 	
	
	
	* 	 ARTS 395 - Senior Seminar in Studio Art 	
	
	
	* 	 ARTS 399 - Exhibition 	
	
	* in addition to the courses taken below, 4 hours from any ART, ARTH, or ARTS course
	
	- Take 20 Hours from the Following
	
		* 	 ARTS 250 - Introduction to Drawing 	
	
	
		* 	 ARTS 251 - Introduction to Painting 	
	
	
		* 	 ARTS 252 - Introduction to Printmaking 	
	
	
		* 	 ARTS 254 - Introduction to Graphic Design 	
	
	
		* 	 ARTS 256 - Introduction to Photography 	
	
	
		* 	 ARTS 257 - Introduction to Sculpture 	
	
	
		* 	 ARTS 258 - Introduction to Ceramics 	
	
	- Take 12 Hours from the Following
	
		* 	 ARTS 255 - Graphic Design 1: Process 	
	
	
		* 	 ARTS 300 - Intermediate Drawing 	
	
	
		* 	 ARTS 301 - Intermediate Painting 	
	
	
		* 	 ARTS 305 - Graphic Design 2: Structures 	
	
	
		* 	 ARTS 306 - Analogue Photography 	
	
	
		* 	 ARTS 307 - Intermediate Sculpture 	
	
	
		* 	 ARTS 308 - Intermediate Ceramics 	
	
	
		* 	 ARTS 316 - Digital Photography 	
	
	- Take 12 Hours from the Following
	
		* 	 ARTS 350 - Advanced Drawing 	
	
	
		* 	 ARTS 351 - Advanced Painting 	
	
	
		* 	 ARTS 355 - Graphic Design 3: Systems 	
	
	
		* 	 ARTS 356 - Advanced Photography 	
	
	
		* 	 ARTS 357 - Advanced Sculpture 	
	
	
		* 	 ARTS 358 - Advanced Ceramics 	
	
	
		* 	 ARTS 365 - Graphic Design 4: Portfolio 	
	
	
		* 	 ARTS 375 - Graphic Design 5: Thesis / Special Topics 	
	
	
		* 	 ARTS 380 - Internship in Graphic Design 	
	
	- Take 8 Hours from the Following
	
		* 	 ARTH 121 - Late Medieval Art, 1250-1400 	
	
	
		* 	 ARTH 131 - Renaissance and Baroque Europe, 1400-1700 	
	
	
		* 	 ARTH 133 - 18th- and 19th-Century European Art 	
	
	
		* 	 ARTH 141 - Modern Art, 1900-1960 	
	
	
		* 	 ARTH 151 - Contemporary Art, 1960-2020 	
	
	
		* 	 ARTH 221 - History of Design 	
	
	
		* 	 ARTH 241 - Chinese Art History 	
	
	
		* 	 ARTH 243 - Japanese Art History 	
	
	
		* 	 ARTH 320 - Classical Architecture from Antiquity to Now 	
	
	
		* 	 ARTH 330 - Art and Fashion 	
	
- Total Semester Hours: 60",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
,25,"2026-2027 DRAFT Catalog",T,1713,"Visual and Performing Arts",13582,Major,"Bachelor of Arts",ART.MAJ,"Studio Art, BA","<p>(Concentrations: ceramics, drawing, painting, and photography)</p>

<h6>Overlap Policy</h6>

<p>This program may not be combined with any other studio art or graphic design major or minor.</p>","Studio Art, BA
- Program Requirements
	
	* 	 ART 153 - Visual Culture 	
	
	
	* 	 ARTS 395 - Senior Seminar in Studio Art 	
	
	
	* 	 ARTS 399 - Exhibition 	
	
	* in addition to the courses taken from the lists below, 4 hours from any ART, ARTH, or ARTS courses
	
	- Take 8 Hours from the Following
	
		* 	 ARTS 250 - Introduction to Drawing 	
	
	
		* 	 ARTS 251 - Introduction to Painting 	
	
	
		* 	 ARTS 252 - Introduction to Printmaking 	
	
	
		* 	 ARTS 254 - Introduction to Graphic Design 	
	
	
		* 	 ARTS 256 - Introduction to Photography 	
	
	
		* 	 ARTS 257 - Introduction to Sculpture 	
	
	
		* 	 ARTS 258 - Introduction to Ceramics 	
	
	- Take 8 Hours from the Following
	
		* 	 ARTS 255 - Graphic Design 1: Process 	
	
	
		* 	 ARTS 300 - Intermediate Drawing 	
	
	
		* 	 ARTS 301 - Intermediate Painting 	
	
	
		* 	 ARTS 305 - Graphic Design 2: Structures 	
	
	
		* 	 ARTS 306 - Analogue Photography 	
	
	
		* 	 ARTS 307 - Intermediate Sculpture 	
	
	
		* 	 ARTS 308 - Intermediate Ceramics 	
	
	
		* 	 ARTS 316 - Digital Photography 	
	
	- Take 4 Hours from the Following
	
		* 	 ARTS 350 - Advanced Drawing 	
	
	
		* 	 ARTS 351 - Advanced Painting 	
	
	
		* 	 ARTS 355 - Graphic Design 3: Systems 	
	
	
		* 	 ARTS 356 - Advanced Photography 	
	
	
		* 	 ARTS 357 - Advanced Sculpture 	
	
	
		* 	 ARTS 358 - Advanced Ceramics 	
	
	
		* 	 ARTS 365 - Graphic Design 4: Portfolio 	
	
	
		* 	 ARTS 375 - Graphic Design 5: Thesis / Special Topics 	
	
	
		* 	 ARTS 380 - Internship in Graphic Design 	
	
	
		* 	 ARTS 385 - Internship in Visual Studies 	
	
	
		* 	 ARTS 390 - Independent Study in Studio Art 	
	
	- Take 6 Hours from the Following
	
		* 	 ARTH 121 - Late Medieval Art, 1250-1400 	
	
	
		* 	 ARTH 131 - Renaissance and Baroque Europe, 1400-1700 	
	
	
		* 	 ARTH 133 - 18th- and 19th-Century European Art 	
	
	
		* 	 ARTH 141 - Modern Art, 1900-1960 	
	
	
		* 	 ARTH 151 - Contemporary Art, 1960-2020 	
	
	
		* 	 ARTH 221 - History of Design 	
	
	
		* 	 ARTH 241 - Chinese Art History 	
	
	
		* 	 ARTH 243 - Japanese Art History 	
	
	
		* 	 ARTH 320 - Classical Architecture from Antiquity to Now 	
	
	
		* 	 ARTH 330 - Art and Fashion 	
	
- Total Semester Hours: 34",1,,,,,,,,"2025-07-21 12:10:45","2025-11-03 13:42:35"
,25,"2026-2027 DRAFT Catalog",T,1713,"Visual and Performing Arts",13583,Major,"Bachelor of Fine Arts",GRDSN.MAJ,"Graphic Design Major, BFA","<p>The graphic design major equips students for professional and personal opportunities in the world of design and related fields, by developing skills to solve foundational design problems (whatever the medium) as embedded in a way of thinking. Typography, as the arrangement and handling of type to make language visible, is a central focus of the program, along with the formation of students' own tactics for concept development within a design context. Supported by foundational studio courses such as drawing and photography, along with course options from the communication and business departments, the major takes a broad approach to exploring the fundamental role of design as an essential part of our commercial and social contexts, indeed as an integral part of the human experience. (The program requires students to have a laptop and a subscription to the Adobe Suite; however, relative to courses in other programs, costs for resources such as books and studio materials are minimal.)</p>

<h6>Overlap Policy</h6>

<p>This program may not be combined with any other studio art or graphic design major or minor.</p>","Graphic Design Major, BFA
- Program Requirements
	
	* 	 ARTS 250 - Introduction to Drawing 	
	
	
	* 	 ARTS 254 - Introduction to Graphic Design 	
	(waived if portfolio passes; otherwise, can count as a required studio elective)
	
	* 	 ARTS 255 - Graphic Design 1: Process 	
	
	
	* 	 ARTS 256 - Introduction to Photography 	
	
	
	* 	 ARTS 305 - Graphic Design 2: Structures 	
	
	
	* 	 ARTS 355 - Graphic Design 3: Systems 	
	
	
	* 	 ARTS 365 - Graphic Design 4: Portfolio 	
	
	
	* 	 ARTS 375 - Graphic Design 5: Thesis / Special Topics 	
	
	
	* 	 ARTS 380 - Internship in Graphic Design 	
	
	
	* 	 ARTS 395 - Senior Seminar in Studio Art 	
	
	
	* 	 ARTS 399 - Exhibition 	
	
	* in addition to the courses taken from the lists below, 4 hours from any ART, ARTH, or ARTS courses
	
	- Take 4 Hours from the Following
	
		* 	 ARTS 306 - Analogue Photography 	
	
	
		* 	 ARTS 316 - Digital Photography 	
	
	- Take 6 Hours from the Following
	
		* 	 ARTH 121 - Late Medieval Art, 1250-1400 	
	
	
		* 	 ARTH 131 - Renaissance and Baroque Europe, 1400-1700 	
	
	
		* 	 ARTH 133 - 18th- and 19th-Century European Art 	
	
	
		* 	 ARTH 141 - Modern Art, 1900-1960 	
	
	
		* 	 ARTH 151 - Contemporary Art, 1960-2020 	
	
	
		* 	 ARTH 221 - History of Design 	
	
	
		* 	 ARTH 241 - Chinese Art History 	
	
	
		* 	 ARTH 243 - Japanese Art History 	
	
	
		* 	 ARTH 320 - Classical Architecture from Antiquity to Now 	
	
	
		* 	 ARTH 330 - Art and Fashion 	
	
	- Take 8 Hours from the Following
	
		* 	 BUS 201 - Management and Organizational Behavior 	
	
	
		* 	 COMM 285 - Public Relations and Communication Practice 	
	
	
		* 	 COMM 286 - Advertising and Communication Strategies 	
	
	
		* 	 COMM 305 - Persuasion and Propaganda 	
	
	
		* 	 ENGL 260 - The Craft of Writing 	
	
	
		* 	 ENGL 340 - Academic and Professional Writing 	
	
	
		* 	 MKTG 301 - Marketing 	
	
- Total Semester Hours: 60",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
,25,"2026-2027 DRAFT Catalog",T,1713,"Visual and Performing Arts",13584,Minor,Non-Degree,ART.MIN,"Studio Art Minor","<p>(Concentrations: ceramics, drawing, painting, and photography)</p>

<h6>Overlap Policy</h6>

<p>This program may not be combined with any other studio art or graphic design major or minor.</p>","Studio Art Minor
- Program Requirements
	
	* 	 ART 153 - Visual Culture 	
	
	- Take 8 hours from the Following
	
		* 	 ARTS 250 - Introduction to Drawing 	
	
	
		* 	 ARTS 251 - Introduction to Painting 	
	
	
		* 	 ARTS 252 - Introduction to Printmaking 	
	
	
		* 	 ARTS 254 - Introduction to Graphic Design 	
	
	
		* 	 ARTS 256 - Introduction to Photography 	
	
	
		* 	 ARTS 257 - Introduction to Sculpture 	
	
	
		* 	 ARTS 258 - Introduction to Ceramics 	
	
	- Take 4 Hours from the Following
	
		* 	 ARTS 255 - Graphic Design 1: Process 	
	
	
		* 	 ARTS 300 - Intermediate Drawing 	
	
	
		* 	 ARTS 301 - Intermediate Painting 	
	
	
		* 	 ARTS 305 - Graphic Design 2: Structures 	
	
	
		* 	 ARTS 306 - Analogue Photography 	
	
	
		* 	 ARTS 307 - Intermediate Sculpture 	
	
	
		* 	 ARTS 308 - Intermediate Ceramics 	
	
	
		* 	 ARTS 316 - Digital Photography 	
	
	- Take 4 Hours from the Following
	
		* 	 ARTS 350 - Advanced Drawing 	
	
	
		* 	 ARTS 351 - Advanced Painting 	
	
	
		* 	 ARTS 355 - Graphic Design 3: Systems 	
	
	
		* 	 ARTS 356 - Advanced Photography 	
	
	
		* 	 ARTS 357 - Advanced Sculpture 	
	
	
		* 	 ARTS 358 - Advanced Ceramics 	
	
	
		* 	 ARTS 365 - Graphic Design 4: Portfolio 	
	
	
		* 	 ARTS 375 - Graphic Design 5: Thesis / Special Topics 	
	
	
		* 	 ARTS 380 - Internship in Graphic Design 	
	
	
		* 	 ARTS 385 - Internship in Visual Studies 	
	
	
		* 	 ARTS 390 - Independent Study in Studio Art 	
	
	- Take 4 Hours from the Following
	
		* 	 ARTH 121 - Late Medieval Art, 1250-1400 	
	
	
		* 	 ARTH 131 - Renaissance and Baroque Europe, 1400-1700 	
	
	
		* 	 ARTH 133 - 18th- and 19th-Century European Art 	
	
	
		* 	 ARTH 141 - Modern Art, 1900-1960 	
	
	
		* 	 ARTH 151 - Contemporary Art, 1960-2020 	
	
	
		* 	 ARTH 221 - History of Design 	
	
	
		* 	 ARTH 241 - Chinese Art History 	
	
	
		* 	 ARTH 243 - Japanese Art History 	
	
	
		* 	 ARTH 320 - Classical Architecture from Antiquity to Now 	
	
	
		* 	 ARTH 330 - Art and Fashion 	
	
- Total Semester Hours: 22",1,,,,,,,,"2025-07-21 12:10:45","2025-07-21 12:10:45"
